STATION,STATION_NAME,DATE,DLY-TAVG-NORMAL
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100808,74.1
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100809,74.1
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100810,74.1
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100811,74.1
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100812,74.2
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100813,74.2
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100814,74.2
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100815,74.2
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100816,74.3
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100817,74.3
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100818,74.3
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100819,74.4
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100820,74.4
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100821,74.4
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100822,74.4
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100823,74.4
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100824,74.5
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100825,74.5
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100826,74.5
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100827,74.5
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100828,74.5
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100829,74.5
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100830,74.5
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100831,74.4
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100901,74.4
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100902,74.4
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100903,74.3
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100904,74.3
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100905,74.2
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100906,74.2
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100907,74.1
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100908,74.0
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100909,74.0
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100910,73.9
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100911,73.8
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100912,73.7
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100913,73.6
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100914,73.5
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100915,73.4
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100916,73.2
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100917,73.1
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100918,73.0
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100919,72.8
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100920,72.7
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100921,72.5
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100922,72.4
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100923,72.2
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100924,72.1
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100925,71.9
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100926,71.8
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100927,71.6
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100928,71.5
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100929,71.3
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20100930,71.1
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101001,71.0
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101002,70.8
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101003,70.7
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101004,70.5
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101005,70.3
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101006,70.2
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101007,70.0
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101008,69.9
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101009,69.7
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101010,69.6
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101011,69.4
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101012,69.3
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101013,69.1
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101014,69.0
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101015,68.8
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101016,68.6
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101017,68.5
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101018,68.3
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101019,68.2
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101020,68.0
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101021,67.9
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101022,67.7
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101023,67.5
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101024,67.4
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101025,67.2
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101026,67.0
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101027,66.8
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101028,66.6
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101029,66.4
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101030,66.2
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101031,66.0
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101101,65.8
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101102,65.6
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101103,65.4
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101104,65.2
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101105,65.0
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101106,64.7
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101107,64.5
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101108,64.3
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101109,64.0
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101110,63.8
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101111,63.5
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101112,63.3
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101113,63.0
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101114,62.8
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101115,62.5
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101116,62.3
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101117,62.0
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101118,61.8
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101119,61.5
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101120,61.3
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101121,61.0
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101122,60.8
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101123,60.5
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101124,60.3
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101125,60.1
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101126,59.8
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101127,59.6
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101128,59.4
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101129,59.2
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101130,59.0
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101201,58.8
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101202,58.7
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101203,58.5
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101204,58.3
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101205,58.2
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101206,58.1
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101207,57.9
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101208,57.8
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101209,57.7
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101210,57.6
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101211,57.5
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101212,57.5
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101213,57.4
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101214,57.3
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101215,57.3
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101216,57.3
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101217,57.2
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101218,57.2
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101219,57.2
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101220,57.2
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101221,57.2
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101222,57.2
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101223,57.2
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101224,57.3
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101225,57.3
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101226,57.3
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101227,57.4
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101228,57.4
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101229,57.4
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101230,57.5
GHCND:USW00093134,LOS ANGELES DOWNTOWN USC CA US,20101231,57.5
GHCND:USC00046719,PASADENA CA US,20100101,57.1
GHCND:USC00046719,PASADENA CA US,20100102,57.2
GHCND:USC00046719,PASADENA CA US,20100103,57.2
GHCND:USC00046719,PASADENA CA US,20100104,57.3
GHCND:USC00046719,PASADENA CA US,20100105,57.4
GHCND:USC00046719,PASADENA CA US,20100106,57.4
GHCND:USC00046719,PASADENA CA US,20100107,57.5
GHCND:USC00046719,PASADENA CA US,20100108,57.5
GHCND:USC00046719,PASADENA CA US,20100109,57.6
GHCND:USC00046719,PASADENA CA US,20100110,57.7
GHCND:USC00046719,PASADENA CA US,20100111,57.7
GHCND:USC00046719,PASADENA CA US,20100112,57.8
GHCND:USC00046719,PASADENA CA US,20100113,57.8
GHCND:USC00046719,PASADENA CA US,20100114,57.9
GHCND:USC00046719,PASADENA CA US,20100115,57.9
GHCND:USC00046719,PASADENA CA US,20100116,57.9
GHCND:USC00046719,PASADENA CA US,20100117,58.0
GHCND:USC00046719,PASADENA CA US,20100118,58.0
GHCND:USC00046719,PASADENA CA US,20100119,58.0
GHCND:USC00046719,PASADENA CA US,20100120,58.1
GHCND:USC00046719,PASADENA CA US,20100121,58.1
GHCND:USC00046719,PASADENA CA US,20100122,58.1
GHCND:USC00046719,PASADENA CA US,20100123,58.2
GHCND:USC00046719,PASADENA CA US,20100124,58.2
GHCND:USC00046719,PASADENA CA US,20100125,58.2
GHCND:USC00046719,PASADENA CA US,20100126,58.2
GHCND:USC00046719,PASADENA CA US,20100127,58.2
GHCND:USC00046719,PASADENA CA US,20100128,58.3
GHCND:USC00046719,PASADENA CA US,20100129,58.3
GHCND:USC00046719,PASADENA CA US,20100130,58.3
GHCND:USC00046719,PASADENA CA US,20100131,58.3
GHCND:USC00046719,PASADENA CA US,20100201,58.4
GHCND:USC00046719,PASADENA CA US,20100202,58.4
GHCND:USC00046719,PASADENA CA US,20100203,58.4
GHCND:USC00046719,PASADENA CA US,20100204,58.5
GHCND:USC00046719,PASADENA CA US,20100205,58.5
GHCND:USC00046719,PASADENA CA US,20100206,58.5
GHCND:USC00046719,PASADENA CA US,20100207,58.6
GHCND:USC00046719,PASADENA CA US,20100208,58.6
GHCND:USC00046719,PASADENA CA US,20100209,58.7
GHCND:USC00046719,PASADENA CA US,20100210,58.7
GHCND:USC00046719,PASADENA CA US,20100211,58.8
GHCND:USC00046719,PASADENA CA US,20100212,58.9
GHCND:USC00046719,PASADENA CA US,20100213,58.9
GHCND:USC00046719,PASADENA CA US,20100214,59.0
GHCND:USC00046719,PASADENA CA US,20100215,59.0
GHCND:USC00046719,PASADENA CA US,20100216,59.1
GHCND:USC00046719,PASADENA CA US,20100217,59.2
GHCND:USC00046719,PASADENA CA US,20100218,59.3
GHCND:USC00046719,PASADENA CA US,20100219,59.4
GHCND:USC00046719,PASADENA CA US,20100220,59.4
GHCND:USC00046719,PASADENA CA US,20100221,59.5
GHCND:USC00046719,PASADENA CA US,20100222,59.6
GHCND:USC00046719,PASADENA CA US,20100223,59.7
GHCND:USC00046719,PASADENA CA US,20100224,59.8
GHCND:USC00046719,PASADENA CA US,20100225,59.9
GHCND:USC00046719,PASADENA CA US,20100226,59.9
GHCND:USC00046719,PASADENA CA US,20100227,60.0
GHCND:USC00046719,PASADENA CA US,20100228,60.1
GHCND:USC00046719,PASADENA CA US,20100301,60.2
GHCND:USC00046719,PASADENA CA US,20100302,60.3
GHCND:USC00046719,PASADENA CA US,20100303,60.4
GHCND:USC00046719,PASADENA CA US,20100304,60.5
GHCND:USC00046719,PASADENA CA US,20100305,60.5
GHCND:USC00046719,PASADENA CA US,20100306,60.6
GHCND:USC00046719,PASADENA CA US,20100307,60.7
GHCND:USC00046719,PASADENA CA US,20100308,60.8
GHCND:USC00046719,PASADENA CA US,20100309,60.8
GHCND:USC00046719,PASADENA CA US,20100310,60.9
GHCND:USC00046719,PASADENA CA US,20100311,61.0
GHCND:USC00046719,PASADENA CA US,20100312,61.1
GHCND:USC00046719,PASADENA CA US,20100313,61.1
GHCND:USC00046719,PASADENA CA US,20100314,61.2
GHCND:USC00046719,PASADENA CA US,20100315,61.3
GHCND:USC00046719,PASADENA CA US,20100316,61.4
GHCND:USC00046719,PASADENA CA US,20100317,61.4
GHCND:USC00046719,PASADENA CA US,20100318,61.5
GHCND:USC00046719,PASADENA CA US,20100319,61.6
GHCND:USC00046719,PASADENA CA US,20100320,61.6
GHCND:USC00046719,PASADENA CA US,20100321,61.7
GHCND:USC00046719,PASADENA CA US,20100322,61.8
GHCND:USC00046719,PASADENA CA US,20100323,61.8
GHCND:USC00046719,PASADENA CA US,20100324,61.9
GHCND:USC00046719,PASADENA CA US,20100325,62.0
GHCND:USC00046719,PASADENA CA US,20100326,62.1
GHCND:USC00046719,PASADENA CA US,20100327,62.2
GHCND:USC00046719,PASADENA CA US,20100328,62.2
GHCND:USC00046719,PASADENA CA US,20100329,62.3
GHCND:USC00046719,PASADENA CA US,20100330,62.4
GHCND:USC00046719,PASADENA CA US,20100331,62.5
GHCND:USC00046719,PASADENA CA US,20100401,62.6
GHCND:USC00046719,PASADENA CA US,20100402,62.7
GHCND:USC00046719,PASADENA CA US,20100403,62.8
GHCND:USC00046719,PASADENA CA US,20100404,62.9
GHCND:USC00046719,PASADENA CA US,20100405,63.0
GHCND:USC00046719,PASADENA CA US,20100406,63.2
GHCND:USC00046719,PASADENA CA US,20100407,63.3
GHCND:USC00046719,PASADENA CA US,20100408,63.4
GHCND:USC00046719,PASADENA CA US,20100409,63.5
GHCND:USC00046719,PASADENA CA US,20100410,63.7
GHCND:USC00046719,PASADENA CA US,20100411,63.8
GHCND:USC00046719,PASADENA CA US,20100412,63.9
GHCND:USC00046719,PASADENA CA US,20100413,64.1
GHCND:USC00046719,PASADENA CA US,20100414,64.2
GHCND:USC00046719,PASADENA CA US,20100415,64.3
GHCND:USC00046719,PASADENA CA US,20100416,64.5
GHCND:USC00046719,PASADENA CA US,20100417,64.6
GHCND:USC00046719,PASADENA CA US,20100418,64.8
GHCND:USC00046719,PASADENA CA US,20100419,64.9
GHCND:USC00046719,PASADENA CA US,20100420,65.1
GHCND:USC00046719,PASADENA CA US,20100421,65.2
GHCND:USC00046719,PASADENA CA US,20100422,65.3
GHCND:USC00046719,PASADENA CA US,20100423,65.5
GHCND:USC00046719,PASADENA CA US,20100424,65.6
GHCND:USC00046719,PASADENA CA US,20100425,65.8
GHCND:USC00046719,PASADENA CA US,20100426,65.9
GHCND:USC00046719,PASADENA CA US,20100427,66.0
GHCND:USC00046719,PASADENA CA US,20100428,66.2
GHCND:USC00046719,PASADENA CA US,20100429,66.3
GHCND:USC00046719,PASADENA CA US,20100430,66.4
GHCND:USC00046719,PASADENA CA US,20100501,66.5
GHCND:USC00046719,PASADENA CA US,20100502,66.6
GHCND:USC00046719,PASADENA CA US,20100503,66.8
GHCND:USC00046719,PASADENA CA US,20100504,66.9
GHCND:USC00046719,PASADENA CA US,20100505,67.0
GHCND:USC00046719,PASADENA CA US,20100506,67.1
GHCND:USC00046719,PASADENA CA US,20100507,67.2
GHCND:USC00046719,PASADENA CA US,20100508,67.2
GHCND:USC00046719,PASADENA CA US,20100509,67.3
GHCND:USC00046719,PASADENA CA US,20100510,67.4
GHCND:USC00046719,PASADENA CA US,20100511,67.5
GHCND:USC00046719,PASADENA CA US,20100512,67.6
GHCND:USC00046719,PASADENA CA US,20100513,67.6
GHCND:USC00046719,PASADENA CA US,20100514,67.7
GHCND:USC00046719,PASADENA CA US,20100515,67.8
GHCND:USC00046719,PASADENA CA US,20100516,67.9
GHCND:USC00046719,PASADENA CA US,20100517,67.9
GHCND:USC00046719,PASADENA CA US,20100518,68.0
GHCND:USC00046719,PASADENA CA US,20100519,68.1
GHCND:USC00046719,PASADENA CA US,20100520,68.1
GHCND:USC00046719,PASADENA CA US,20100521,68.2
GHCND:USC00046719,PASADENA CA US,20100522,68.3
GHCND:USC00046719,PASADENA CA US,20100523,68.4
GHCND:USC00046719,PASADENA CA US,20100524,68.5
GHCND:USC00046719,PASADENA CA US,20100525,68.5
GHCND:USC00046719,PASADENA CA US,20100526,68.6
GHCND:USC00046719,PASADENA CA US,20100527,68.7
GHCND:USC00046719,PASADENA CA US,20100528,68.8
GHCND:USC00046719,PASADENA CA US,20100529,68.9
GHCND:USC00046719,PASADENA CA US,20100530,69.0
GHCND:USC00046719,PASADENA CA US,20100531,69.2
GHCND:USC00046719,PASADENA CA US,20100601,69.3
GHCND:USC00046719,PASADENA CA US,20100602,69.4
GHCND:USC00046719,PASADENA CA US,20100603,69.6
GHCND:USC00046719,PASADENA CA US,20100604,69.7
GHCND:USC00046719,PASADENA CA US,20100605,69.9
GHCND:USC00046719,PASADENA CA US,20100606,70.0
GHCND:USC00046719,PASADENA CA US,20100607,70.2
GHCND:USC00046719,PASADENA CA US,20100608,70.4
GHCND:USC00046719,PASADENA CA US,20100609,70.5
GHCND:USC00046719,PASADENA CA US,20100610,70.7
GHCND:USC00046719,PASADENA CA US,20100611,70.9
GHCND:USC00046719,PASADENA CA US,20100612,71.1
GHCND:USC00046719,PASADENA CA US,20100613,71.3
GHCND:USC00046719,PASADENA CA US,20100614,71.5
GHCND:USC00046719,PASADENA CA US,20100615,71.7
GHCND:USC00046719,PASADENA CA US,20100616,71.9
GHCND:USC00046719,PASADENA CA US,20100617,72.2
GHCND:USC00046719,PASADENA CA US,20100618,72.4
GHCND:USC00046719,PASADENA CA US,20100619,72.6
GHCND:USC00046719,PASADENA CA US,20100620,72.8
GHCND:USC00046719,PASADENA CA US,20100621,73.1
GHCND:USC00046719,PASADENA CA US,20100622,73.3
GHCND:USC00046719,PASADENA CA US,20100623,73.5
GHCND:USC00046719,PASADENA CA US,20100624,73.7
GHCND:USC00046719,PASADENA CA US,20100625,73.9
GHCND:USC00046719,PASADENA CA US,20100626,74.2
GHCND:USC00046719,PASADENA CA US,20100627,74.4
GHCND:USC00046719,PASADENA CA US,20100628,74.6
GHCND:USC00046719,PASADENA CA US,20100629,74.8
GHCND:USC00046719,PASADENA CA US,20100630,75.0
GHCND:USC00046719,PASADENA CA US,20100701,75.2
GHCND:USC00046719,PASADENA CA US,20100702,75.3
GHCND:USC00046719,PASADENA CA US,20100703,75.5
GHCND:USC00046719,PASADENA CA US,20100704,75.7
GHCND:USC00046719,PASADENA CA US,20100705,75.8
GHCND:USC00046719,PASADENA CA US,20100706,76.0
GHCND:USC00046719,PASADENA CA US,20100707,76.1
GHCND:USC00046719,PASADENA CA US,20100708,76.3
GHCND:USC00046719,PASADENA CA US,20100709,76.4
GHCND:USC00046719,PASADENA CA US,20100710,76.5
GHCND:USC00046719,PASADENA CA US,20100711,76.6
GHCND:USC00046719,PASADENA CA US,20100712,76.7
GHCND:USC00046719,PASADENA CA US,20100713,76.8
GHCND:USC00046719,PASADENA CA US,20100714,76.9
GHCND:USC00046719,PASADENA CA US,20100715,77.0
GHCND:USC00046719,PASADENA CA US,20100716,77.1
GHCND:USC00046719,PASADENA CA US,20100717,77.1
GHCND:USC00046719,PASADENA CA US,20100718,77.2
GHCND:USC00046719,PASADENA CA US,20100719,77.2
GHCND:USC00046719,PASADENA CA US,20100720,77.3
GHCND:USC00046719,PASADENA CA US,20100721,77.3
GHCND:USC00046719,PASADENA CA US,20100722,77.4
GHCND:USC00046719,PASADENA CA US,20100723,77.4
GHCND:USC00046719,PASADENA CA US,20100724,77.4
GHCND:USC00046719,PASADENA CA US,20100725,77.4
GHCND:USC00046719,PASADENA CA US,20100726,77.5
GHCND:USC00046719,PASADENA CA US,20100727,77.5
GHCND:USC00046719,PASADENA CA US,20100728,77.5
GHCND:USC00046719,PASADENA CA US,20100729,77.5
GHCND:USC00046719,PASADENA CA US,20100730,77.5
GHCND:USC00046719,PASADENA CA US,20100731,77.6
GHCND:USC00046719,PASADENA CA US,20100801,77.6
GHCND:USC00046719,PASADENA CA US,20100802,77.6
GHCND:USC00046719,PASADENA CA US,20100803,77.6
GHCND:USC00046719,PASADENA CA US,20100804,77.7
GHCND:USC00046719,PASADENA CA US,20100805,77.7
GHCND:USC00046719,PASADENA CA US,20100806,77.7
GHCND:USC00046719,PASADENA CA US,20100807,77.7
GHCND:USC00046719,PASADENA CA US,20100808,77.8
GHCND:USC00046719,PASADENA CA US,20100809,77.8
GHCND:USC00046719,PASADENA CA US,20100810,77.8
GHCND:USC00046719,PASADENA CA US,20100811,77.9
GHCND:USC00046719,PASADENA CA US,20100812,77.9
GHCND:USC00046719,PASADENA CA US,20100813,77.9
GHCND:USC00046719,PASADENA CA US,20100814,78.0
GHCND:USC00046719,PASADENA CA US,20100815,78.0
GHCND:USC00046719,PASADENA CA US,20100816,78.0
GHCND:USC00046719,PASADENA CA US,20100817,78.1
GHCND:USC00046719,PASADENA CA US,20100818,78.1
GHCND:USC00046719,PASADENA CA US,20100819,78.1
GHCND:USC00046719,PASADENA CA US,20100820,78.2
GHCND:USC00046719,PASADENA CA US,20100821,78.2
GHCND:USC00046719,PASADENA CA US,20100822,78.2
GHCND:USC00046719,PASADENA CA US,20100823,78.2
GHCND:USC00046719,PASADENA CA US,20100824,78.3
GHCND:USC00046719,PASADENA CA US,20100825,78.3
GHCND:USC00046719,PASADENA CA US,20100826,78.3
GHCND:USC00046719,PASADENA CA US,20100827,78.3
GHCND:USC00046719,PASADENA CA US,20100828,78.3
GHCND:USC00046719,PASADENA CA US,20100829,78.3
GHCND:USC00046719,PASADENA CA US,20100830,78.2
GHCND:USC00046719,PASADENA CA US,20100831,78.2
GHCND:USC00046719,PASADENA CA US,20100901,78.2
GHCND:USC00046719,PASADENA CA US,20100902,78.1
GHCND:USC00046719,PASADENA CA US,20100903,78.1
GHCND:USC00046719,PASADENA CA US,20100904,78.0
GHCND:USC00046719,PASADENA CA US,20100905,77.9
GHCND:USC00046719,PASADENA CA US,20100906,77.8
GHCND:USC00046719,PASADENA CA US,20100907,77.7
GHCND:USC00046719,PASADENA CA US,20100908,77.6
GHCND:USC00046719,PASADENA CA US,20100909,77.5
GHCND:USC00046719,PASADENA CA US,20100910,77.4
GHCND:USC00046719,PASADENA CA US,20100911,77.3
GHCND:USC00046719,PASADENA CA US,20100912,77.1
GHCND:USC00046719,PASADENA CA US,20100913,77.0
GHCND:USC00046719,PASADENA CA US,20100914,76.8
GHCND:USC00046719,PASADENA CA US,20100915,76.7
GHCND:USC00046719,PASADENA CA US,20100916,76.5
GHCND:USC00046719,PASADENA CA US,20100917,76.3
GHCND:USC00046719,PASADENA CA US,20100918,76.1
GHCND:USC00046719,PASADENA CA US,20100919,75.9
GHCND:USC00046719,PASADENA CA US,20100920,75.7
GHCND:USC00046719,PASADENA CA US,20100921,75.5
GHCND:USC00046719,PASADENA CA US,20100922,75.3
GHCND:USC00046719,PASADENA CA US,20100923,75.1
GHCND:USC00046719,PASADENA CA US,20100924,74.9
GHCND:USC00046719,PASADENA CA US,20100925,74.6
GHCND:USC00046719,PASADENA CA US,20100926,74.4
GHCND:USC00046719,PASADENA CA US,20100927,74.2
GHCND:USC00046719,PASADENA CA US,20100928,74.0
GHCND:USC00046719,PASADENA CA US,20100929,73.7
GHCND:USC00046719,PASADENA CA US,20100930,73.5
GHCND:USC00046719,PASADENA CA US,20101001,73.3
GHCND:USC00046719,PASADENA CA US,20101002,73.1
GHCND:USC00046719,PASADENA CA US,20101003,72.8
GHCND:USC00046719,PASADENA CA US,20101004,72.6
GHCND:USC00046719,PASADENA CA US,20101005,72.4
GHCND:USC00046719,PASADENA CA US,20101006,72.2
GHCND:USC00046719,PASADENA CA US,20101007,72.0
GHCND:USC00046719,PASADENA CA US,20101008,71.8
GHCND:USC00046719,PASADENA CA US,20101009,71.5
GHCND:USC00046719,PASADENA CA US,20101010,71.3
GHCND:USC00046719,PASADENA CA US,20101011,71.1
GHCND:USC00046719,PASADENA CA US,20101012,70.9
